pert,mean_global_err,ridge_embed_err,knn_coexpr_k25_err,oracle_err,best_fixed_err
TPR,0.4724060893058777,0.6869211196899414,0.5393493175506592,0.4724060893058777,0.5393493175506592
TPX2,0.20812171697616577,0.246465802192688,0.22704525788625082,0.20812171697616577,0.22704525788625082
TTK,0.09431956211725871,0.3995510737101237,0.09647796551386516,0.09431956211725871,0.09647796551386516
U2SURP,0.5452477931976318,1.0265546838442485,0.6494753162066141,0.5452477931976318,0.6494753162066141
UBAP1,0.3534092704455058,0.5573878884315491,0.44112024704615277,0.3534092704455058,0.44112024704615277
UFM1,0.7334169149398804,0.901788612206777,0.7828704913457235,0.7334169149398804,0.7828704913457235
UPF2,0.7990011175473531,0.7337575157483419,0.786490817864736,0.7337575157483419,0.786490817864736
USPL1,0.7655249039332072,0.8196971217791239,0.6605158845583597,0.6605158845583597,0.6605158845583597
UTP20,0.7415210604667664,0.6172275940577189,0.4575366973876953,0.4575366973876953,0.4575366973876953
UTP23,0.7424876491228739,0.644109845161438,0.7736762166023254,0.644109845161438,0.7736762166023254
UTP3,0.6957542101542155,0.7236641645431519,0.8417726556460062,0.6957542101542155,0.8417726556460062
WDHD1,0.839164157708486,0.7400351762771606,0.6455102761586508,0.6455102761586508,0.6455102761586508
WDR43,0.5238202810287476,0.6697207490603129,0.39321525891621906,0.39321525891621906,0.39321525891621906
XPO1,0.23406837383906046,0.4230938156445821,0.27338918050130206,0.23406837383906046,0.27338918050130206
XRCC5,0.54060165087382,0.773743748664856,0.6077475547790527,0.54060165087382,0.6077475547790527
YEATS2,0.7537459135055542,0.8893194397290548,0.8118265271186829,0.7537459135055542,0.8118265271186829
YTHDC1,0.4406040708223979,0.5252277255058289,0.44452128807703656,0.4406040708223979,0.44452128807703656
ZFC3H1,0.8113160928090414,0.7625930309295654,0.8435880144437155,0.7625930309295654,0.8435880144437155
ZMAT5,0.5867517193158468,0.6548271576563517,0.5681212743123373,0.5681212743123373,0.5681212743123373
