symbol,category,source,present_in_library
BTK,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TLR4,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,False
TNF,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TNFAIP3,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TNFRSF1A,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TRAF1,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TRAF2,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TRAF3,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TRAF5,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TRAF6,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
UBE2I,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
VCAM1,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,False
ZAP70,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TRIM25,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
CARD14,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,False
CARD11,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
IKBKG,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,False
TNFSF11,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TRADD,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
RIPK1,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TNFSF14,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
TNFRSF11A,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
CFLAR,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,False
BCL10,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
MAP3K14,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
CD14,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
CCL4L2,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
CD40,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
CD40LG,KEGG_NFKB_SIGNALING,KEGG PATHWAY hsa04064 NF-kappaB signaling pathway rest.kegg.jp/get/hsa04064 accessed 2026-07,True
